,0
226,"NNP , NNP NNP NNP NNP NN VBD PRP$ JJ NN CD NN IN CD NNS IN DT NN WRB PRP$ JJ NN NN , DT NN NN , VBD DT NN NNS IN NNP ."
227,"DT NN , NN IN NNP NNP NNP , VBD DT JJ NN NN IN DT JJ NN TO NNP NNP NNP NNP NN , VBN IN NNP NNP CC NNP IN NNP NNP ."
228,"NNP NNP VBD NNP NNP NN , JJ NN POS NN CD NN POS NN NN IN CD , VBD JJ , DT JJ CD CC DT NN NN IN IN DT NN NN NN NNS IN JJ ."
229,"NNP , DT JJ NN NN IN NNP , MD RB VB VBN IN DT NN POS NN , NNP POS NNP NNP NN ."
230,"NNP , NNS TO VB IN DT NN POS NN IN DT NN IN DT NN VBD VBN , VBD : CD CD NNS CC PRP VBP RB VBN EX IN PRP VBD PRP VBD JJR NN DT NN JJR ."
231,NNP PRP VBD : VBP PRP VBZ RB VBN TO VB NNP NN IN PRP VBP VBG TO PRP$ NN .
232,"NNP IN NNP , NNP NNP , NN IN NNP NNS , VBD VBN IN NNP POS NN IN NN IN DT JJ NN CD NN IN JJ NNS IN DT NNS IN PRP$ NN ."
233,NNP VBD : RB NN JJ CC PRP VBP RB VB NN .
234,PRP NNP NNP NNS NN VBD NN RB RB IN DT IN PRP CD CC DT NN NN NN CD NN NN IN CC PRP RB VBD RB VB .
235,RB VBP NN NN : NN JJ NNS .
236,"NNP , NNP NNP NN IN DT NNP NNP , DT NN CD NN IN NN CC NN , NN IN CD NN NN CD NN NN IN NNP : CD NN NN NN NN IN NNP NNP NNP NNP NN NN NN NN NNP NNP NNP NNP NN VBD NNP NNP NNP NNP NNP NNP VBD ."
237,"NN : NN NNS NN NN NN VBD CD NN : DT JJ NN , NNP NN ."
238,VBN NN IN DT NN NN NN CC VBN IN NNP NNP NNP IN NNP .
239,NN TO NN : NN NNS -NONE- VBP $ CD NN NN NN : NNS IN NN NN .
240,"NNP , NNP NNP NNS IN DT $ CD NN JJ NN NN IN NNP NNP NNP NN NN NN NN : JJ NN CD : CD NN NN NN NNP CD NN NN NNP NNP NNP NNP NNP NN NN NN : CD NN NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN CD : NNS CD NNP NNP NNP NNP NN NN NN : NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP : NNS IN NNP NN ."
241,"NNP , NNP NNP NNP NNS IN DT NN NN NN NN NN IN NNP NNP NNP NN NN NN NN : JJ NN CD : NNP CD CD NNP NN NN NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NN NN CD : NN NN NNP NNP NN NN NN NN NNP NNP NNP JJ NN NN NN CD : CD NNP NNP NNP NNP NNP CD CD NN NN NN NN NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN : NN VBD IN CD NN ."
242,"NNP NNP NNP NNP VBD IN NNP IN PRP$ NN IN CD NN , DT NN PRP VBD TO DT NNP JJ NN NN IN NN ."
243,NN VBD IN NNP PRP CC NNP VBD VBN IN JJ NN .
244,CC DT NN NN IN NNP TO CD NN VBN NN IN NNS IN CD NN IN DT JJ NN TO DT JJ NN NN NNP CD CC DT JJ NNS .
245,"IN DT NN NN TO DT JJ NN IN PRP$ NN NN IN NNP , NNP VBD : VBD PRP VBD TO DT JJ NN , VBD DT NN VBD TO PRP DT JJ NN JJR IN PRP ."
246,"NNP PRP VBD : NN IN DT NN VBD , PRP RB VBD PRP$ NN ."
247,PRP VBP VBN IN IN DT NN CC VB PRP VB IN IN DT NN .
248,DT NN VBD PRP VBD DT NN NN VBD VBN PRP$ NN CC PRP VBD TO DT JJ NN .
249,"NNP NN VBD VBN IN NN IN RB CD NNS , JJ IN NN CC RB , IN DT JJ CD NNS , IN NN IN NNS ."
250,NNP NNP NNP NNP NNP NN NNS .
251,"NNP VBD NN IN NN NNS IN NNP NNP NNP NNP NNP NN IN NNP : JJ NN IN CD : CD CD NN NNS NN NNS RB IN , NNP NNP CD : NNP VBD CD NN ."
252,NNP NNP NNP NNP NN CD NN .
253,"NNP NN IN NN : NNP NNP NNP NNP NNP CD , NNP NNP CD : NNP NNP NNP NN ."
254,NNP NN .
255,"IN NNP : NNP NNP NNP NNP NNP CD , NNP NNP CD RB IN NN NN NN ."
256,"IN NN : NN NN NN JJ NN NNP , NNP NNP VBD RB IN NN NN NNP ."
257,"IN NNP : NNP NN NN VBD NN NN , VBD VBD NNS RB IN , NNP NNP NNP NNP NNP NN ."
258,"IN NNP NNP : NNP NNP NNP NNP RB VBD RB IN , NNP NN CD NNP NN NNS ."
259,"IN NN : NN RB CD NN NN NNS RB IN , NNP NNP NNP NNP NN NN ."
260,"IN NN : NNP NNP NNP NNP NNP VBD RB IN , NNP NNP NN , NNP NN NNS CD NN NN ."
261,NNP NNP NNP NNP NNP NNP JJ NN NN .
262,"NNP NNP NN IN DT JJ NN IN DT JJ CC JJ NN IN NNP CC NN IN DT NN IN NNP : NNP NNP CD NNP NN NNP NNP NNP CD NN NNP NNP NNP NNP NNP NNP NNP CD CD NNP NNP CD CD CD CD CD NNP NNP NNP NNP CD NNP VBD RB IN NNS NNS NN JJ NN NN CD NNP NNP NNP NNP NNP CD NNS NN RB IN CD NN NN NN NN NN NN CD JJ NN IN CD NN NNP CD NN IN NNP : NNP NNP NNP NNP NNP CD TO NNP : NNP NNP , NNP NNP , NNP NNP NN NN TO NN NN : NNP NNP NNP , NNP NNP NN , NNP NNP NN , NNP NNP NN , NNP NNP NNP NNP : NNP NNP , NNP NNP , NNP NNP , NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NN , NNP NN , NNP NNP NNP NN : NN IN IN CD NN IN CD NNS ."
263,"NNP NNP NNP POS NNP NN , WP VBP VBP IN NNP NNP IN NNP , VBD VBN IN NNP IN DT NN NN IN DT NN NN ."
264,"NNP NNP NNP NNP NN , DT NN IN NN IN CD CD IN CD NNS , VBD RB VBN IN DT NNP CD NNP NNP NN IN NN IN NN ."
265,"NNP , WP VBD CD NNS IN NN IN JJ NN IN NN DT NN , VBD DT JJ IN PRP$ CD NN NN IN NNP CD ."
266,JJ NN NN NNS VBD IN NNP : NN PRP VBP JJ NN NN IN NN VBD RB CC PRP POS NN IN NN .
267,NNP NN VBZ RB IN NNP NNP NN IN DT NN .
268,"NNP NNP POS NNP NN , WP VBD RB IN JJ NN POS JJ NN NN , VBZ DT NN TO DT JJ NN ."
269,NNP NNP NNP NNP NN IN NN IN JJ NN IN JJ NN .
270,NNP NNP NNP VBD CD IN CD IN NN IN DT JJ NN IN DT JJ CC JJ NN IN NN IN DT NN IN NNP .
271,NNP NN : NN NNS NN NN IN NNP NNP .
272,NNP NNP NNP NNP NNP NN VBZ VBN DT JJ NN NN IN NNP NNP CC NNP NNP NNP NNP NNP .
273,"RB CD VBD DT JJ NN IN JJ NN POS NN IN NNP CC PRP VBP NNP , NNP VBD NNP NN NNP NNP IN NNP ."
274,NNP NN : NNS IN JJ JJ .
275,"NNP VBP NNS IN DT JJ JJ NN NN IN NNP NNP NNP NN NN NN NN : JJ NN IN NNP NNP NNP NNP NNP CD : NNP NNP CD NN NN NNP NNP NN NN NN NN NN NN CD : CD CD CD NNP NNP NNP NN NN NN NN NN CD NNP NNP NNP CD NNP NNP VBD NN CD CD NNP JJ NN NN NN NN NN : CD NN NN VBD VBD NNP NNP NNP NNP NNP NN NN NN CD : CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD : NN NNP NNP NNP NNP NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN CD : NNP NNP NNP NNP NN NN NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN NN NN NNP NNP NNP CD NNP NNP : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP JJ NN NN NN CD : NNP NNP NNP NNP NNP CD NN NNP NN NN JJ NN NN NNP CD : CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN CD NN NNP NNP NNP NNP NN NN NN NN NN NNP NNP JJ NN NN NN VBD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN , NNP NN NN : CD NNS IN NN ."
276,NNP NNP NNP NNP NNP NNP NNP NN VBD IN NNP PRP VBD VBN NN RB NNP NNP NN IN DT CD NN NN .
277,"NNP , WP VBP VBZ IN NNP DT IN NN , NNP JJ NNP NNP NNP NN IN NNP POS NNP NNP ."
278,NNP NNP NNP NNP NNP NN POS NN NNS .
279,"RB VBP NNS IN NNP NNP NN POS NN NN NN , JJ CD CD NN IN NNP : IN NN : CD NN NN NN NN -NONE- NN NN NN NN NN CD CD NN NN NN NN : CD CD NN CD NN , NNP NNP NNP NN NN : CD CD CD NN NN IN NN IN NN : CD NN NN NN NN CD NN NN NN NN CD CD NN NN NN : NN NN : CD NNP NNP CD NN , NNP NNP NNP NN NN NN : CD NNP NNP NNP CD NN : NN NNP NNP NNP NN IN NN ."
280,"IN NN : NN NN NNP NNP NN CD NN NN NN NN -NONE- NN NN NN NN : NNP CD CD NN CC NNP NNP , NNP NNP NNP CD , JJ NN NN , NNP NNP NNP NN CC CD NN NN : NNPS NNP NNP NN NN IN NN IN NN : CD NN NN NN NN CD NN NN NN NN NN -NONE- NN NN NN NN : NNP NN NNP NNP NN , NNP NNP NNP NNP NNP , NNP NNP NNP NNP , CD NN , NNP NNP NNP CD NN , NNP NNP NNP CD NN NN : CD CD CD NN NN IN NN IN NN : NN NN NN NN NN -NONE- NNP NNP NN NN -NONE- NN : CD VB NNP NN IN NN ."
281,IN NN : NN NN NN NN NN CD NN NN NN NN NN -NONE- NN NN NN NN : NN NN NN NN .
282,NN VBD IN RB NN NN .
283,"IN NN : NN NN NN NN CD NN NN NN NN CD CD NN NN NN : NN : CD NNP NNP NNP NNP NN , NNP NN NNP NNP NNP NN NN : NNP NNP NNP NNP CD NN : CD CD NN NN IN NN IN NN : NN NN NN NN NN CD CD NN NN NN -NONE- NN NN NN NN : NNP NN NN NN NN NN : CD NN NN ."
284,NNP VBD NN IN NNS .
285,IN NN : NN NN NN NN CD CD NN NN NN NN CD CD NN NN NN : NN : CD NN NNP NNP NNP NN NN : NNP NNP NNP NNP NNP NNP NN .
286,NNP VBD NN IN NNS .
287,"IN NN : PRP VBP NN NN NN -NONE- NN NN NN NN NN CD NN NN NN NN : NNP NNP NNP NNP NNP , NNP NNP CD NN , NNP NN , NNP NN NN CD NN NN : CD NN NN NN NN IN NN ."
288,IN NN : NN NN NN NN NNS NN -NONE- NN NN NN NNP NN CD NN NN NN NNP NNP NN NN IN NN .
289,"IN NN : NN NN NN JJ NN NN CD NN NN JJ NN NN -NONE- NN NN NN NN : NN NN CD NN CC NNP NN , NNP NNP NNP NNP NNP , NNP NNP NNP NNP , NNP , NNP NN , NNP NN NN NN NN , NNP NNP NNP NNP NNP NNP NNP NN IN NN ."
290,IN NN : NN NN NNP NN CD JJ NN NN NN NN NN CD CD NN NN NN : NN : CD CD NNP NNP NNP JJ NN : NNP NNP NNP NNP NN NN : NNP NN NN .
291,NNP NN NN IN RB NN NN .
292,IN NN : NN NN NN NN NN CD NN NN NN NN NN CD NNP NN NN NN NN .
293,VBP NN IN RB NN NN .
294,IN NN : NN NN NNP NN CD NN NN NN NN NN CD CD NN NNP NNP NN NN IN NN .
295,IN NN : NN NN NN NN NN -NONE- NN NN NN NNP CD CD NN NN NNP NNP NN NN IN NN .
296,"RB NN NN NN NN NN NN : NN : NN NNP NNP JJ NN NN , NNP NNP NNP NNP NNP , NNP NNP NNP NNP NN ."
297,"NNP : NNP NNP NNP NNP NN , NNP NNP NNP NN NN ."
298,RB : CD .
299,NNP NNP : NN VBD NN IN IN CD NN .
300,NNP NNP NN NN IN NNP NNP NNP NN NN NN IN NN IN NNP IN DT JJ NN IN PRP$ NNP NN VBD JJ NN NN NNP IN NNP .
301,NN VBP IN NN IN NN .
302,NNP : NN : VBP NN NN NN NN NN NN : NN NNP NN NN NN NN : NN NN NN : JJ CD NNS .
303,NNP RB RB NN NNS IN NN NN IN DT JJ NN NN .
304,NNP CD NN NN -NONE- NN CD NN -NONE- NN CD NN NN -NONE- NN CD NN CD NN -NONE- NN CD NN CD NN NN CD NN CD NN CD NN CD NN NN NN CD NN CD NN -NONE- NN NN : NN NN PRP$ NNP CD NN .
305,NNP VBP NNP NNP NNP NNP NNP NNP IN NNP CD PRP$ JJ NN IN PRP$ NN VBZ DT RB NN IN NN JJ NN .
306,DT JJ NN NNS VBD DT NNP NN IN NNP POS NNP NNP NNP NNP NNP MD RB VB VBN IN NNS IN JJ .
307,"NN IN PRP VBG DT CD , NNP CC PRP MD VB TO VB DT JJ NN IN VBG NN RB DT NN , NN NN VBD VBN IN VBG IN NNP POS JJ NN NN ."
308,NNP NN NN IN DT NNP NNP NN NN IN NN IN NNP NNP .
309,"IN NN POS NN , NNP VBD -NONE- IN DT NNP NNP NN JJ NN , DT JJ NN DT NNP NNP NNP NN VBD VBN IN DT JJ NN ."
310,"IN VBG IN IN NN IN NNP NN IN CD , NNP POS NN IN NN IN NN , PRP$ JJ NN NN , VBZ VBN CD NNS CC CD NNS ."
311,"NNP VBZ RB NNP NNP NNP NN , NN NNP , NNP NN , CC NNP NNP NNP NNP NNP CC NN NN TO VB DT NN ."
312,"DT NN NN NNP NNP NN CD CD NN , CC NN VBD PRP$ NNS MD VB NN TO VB DT NNP NN CD ."
313,"VBP PRP VBP JJ TO NN TO PRP$ JJ NN : NNP MD NN IN PRP$ JJ JJS TO NN , NNP VBD NN , WP VBD DT NN IN DT NN PRP VBZ VBN IN CD ."
314,"NNP JJ VBD DT NNP NN IN CD , CC PRP VBD VBN NN IN NNP CD NNS IN IN NN POS NN ."
315,NNP NNP : NNP JJ NNS .
316,"NNP NNP VBP NNS IN DT NN JJ NN NN IN NNP NNP NNP NN NN NN NN : NNS POS NN , JJ NN NN : NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN IN NNP NNP NN NN CD NNP NNP NNP NNP NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP : NNP NNP CD NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP : CD CD NNP NNP NNP NNP NNP NN NN : CD NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP : NNP NNP NNP NNP NNP NNP CD : CD CD CD NNP NNP NNP NNP NNP POS NN NN NN CD : CD NN NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN : CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN : CD NNP NNP VBD NN NN NNP NNP NNP NNP NNP NNP NNP NN CD : CD NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN : CD NNS POS NNP IN NNP NNP ."
317,NNP NNP NNP VBD NN NN IN DT NNP NNP NN VBD NN NN IN DT NN .
318,NNP NNP NNP NNP NNP NNP NN NN : NNS POS NNP CD : NN NN CD NNP NN CC NN NN NN NN NN NN NNP NNP JJ NN NN CC NNP NNP NNP NNP NNP NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN NN NNP NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CC NNP NNP NNP NN NNP NNP NNP NNP NNP NN NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CC CD NN NN NNP NNP NNP NNP NNP NNP NN NN CC NNP NNP NNP NNP NNP NN NN NN CD NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD : CD CD NNP NNP CD NN NN : CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NNP NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN CC NN NNP NNP NNP NNP NN CC NN NNP NNP JJ NN NN NN NNP NNP JJ NN NN JJ NN : NNP NNP NNP NNP NNP CD CD : CD NNP NNP NNP NN NNPS NN VBD NNP NNP NNP NNP VBD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CC NN NNP NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN VBD NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN CC NNP : NNP NNP NNP VBD NNP NNP NNP : NN CD CD NNP NN NNPS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN NN VBD NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CC NN NNP NNP NNP NNP NN NN NN NN NN NNP NNP NNP NNP NNP NNP NNP NN NN CD CD CD NNP NNP NNP NNP NNP NNP NNP NNP CD : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NN NN NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP VBD NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NNP NNP CC NNP NNP NNP NNP NNP NNP NNP NN CD : NNP VBD NNP NNP NNP NNPS NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CC CD : NN NN NNP NNP NNP NNP CD : NNP CD CD NN CC NN NNS NNP NNP NNP NN NNP NN JJ NN NN NNPS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN NNP NNP NNP NNPS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NN : NN POS NN NNP NNP NNP .
319,NNP NNP NNP NNP NN NNP NNP MD VB NNP NN POS NN IN DT NNP NN IN VBG VBD TO DT NN IN DT NN NN .
320,DT JJ NNP VBD VBN IN NNP NN .
321,"VBD PRP VBZ IN DT NN CC MD VB VBN CC -NONE- DT NN , NN VBD NN NN NNP NNP NNP NNP , VBD IN NNP VBZ VBN TO VB VBN IN -NONE- ."
322,NN POS NN NN NN NN MD VB DT NN IN NNP POS NN .
323,NNP VBZ DT JJ NN TO VB VBN DT NN IN NNP NNP NNP NNP NNP VBD CD TO NNP NNP POS NNP NNP NN IN NNP IN DT NN NN IN PRP$ NN NN .
324,"NNP , WP NNP VBD NN IN NNP , VBD VBN VBN NN IN DT NN NNP NNP NNP ."
325,PRP VBD DT NN VBD TO DT NNP NN NN NN JJ NN CC VBD DT NNP NNP VBD TO DT NN NN NN IN CD .
326,NNP VBZ VBN CD IN PRP$ JJ NNS NNS TO NN IN CD NNS IN DT NNP NNP NNP NN IN DT NNP NNP NNP NN .
327,NNP NNP : JJ NN NN IN NNP POS NNS .
328,"NNP NNP NNP JJ NNP NN NN IN CD NNP IN NNP NNP VBD IN NN , NN , JJ NN CC NNS IN NN : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NN : NNP VBD CD CD CD NNP CD NNS NN CD NNP CD CD NN CD NNP CD NN NN CD CD NNP NN NNP JJ CD NNP NNP NNP CD CD NNP CD CD NNP CD CD CD CD CD NNS CD CD NN CD NNP NNP NN CD CD NN CD CD JJ NN NNP NNP CD NN : CD CD CD CD CD NN CD NN NN CD NNP CD CD CD CD NNP NNP , NNP CD CD NN IN NNP NNP IN NNP NNP IN NNP NNP NNP IN NNP NNP IN NNP NNP NNP IN NNP NNP NNP NNP NNP NNP NN NN NNP NNP NNP CD NN : NN VBD CD CD CD NNP NNP CD CD NN VBD NNP VBD CD CD NN CD NNP CD CD NNP CD NNP NNP NNP CD CD NN : NNP NNP NNP CD NNP NNP NNP CD CD CD CD NNP CD CD NN NN NNP NNP NNS NNS NN CD NN NNP NN NNP VBD CD CD NN : NNP NNP NNP CD NN CD NN NNP CD CD NN NNP NNP NNP CD NNS NN CD CD NNP , NNP CD CD NN NN IN NNP NNP IN NNP NNP IN NNP NNP IN NNP NNP NNP IN NNP NNP NNP NN : JJ CD NNS NNP ."
329,NNP NNP NNP NNS IN JJ NNP NNP NNS NNP IN NNP CD NN NN IN NN NN : NNP NNP NNP NNP NNP NNP CD NNP CD NNP CD NNS CD NNP CD NNP CD CD CD NNP CD CD CD NNP CD RB CD NN IN CD NN NNP CD NNP NNP CD NNP NNP NNP CD NNP CD NNP NNP CD NNP NNP NNP NNP NNP NNP CD NNP JJ NN CD NNP CD NNP NNP CD NNP NNP NNP NNP -NONE- NNP NNP CD NN CD NN NN : NNP CD IN NNP NNP NNP NN NN .
330,NNP NNP NNP NNP POS NN NN IN DT NN IN DT NNP NN VBD DT NNP VBD TO DT NN NN IN DT NNP NN NNP IN DT NN NN IN DT JJ NN IN NN NNS .
331,"IN CD IN , NNP VB DT NN NN IN NNP NN NN NN NN IN DT NN NN IN PRP$ NN NN NN ."
332,"VBD PRP VBD DT NN NN CC PRP RB VBD TO VB DT JJ NN IN PRP CC VBD PRP IN NNP , NNP NNP VBD ."
333,VBD DT VBD DT JJ NN .
334,DT NN VBD IN PRP CC PRP VBD JJ .
335,"VBP DT NN VBD NN NNP NN , WP VBD PRP$ JJ NNS IN DT NN , VBG PRP VBG DT NN , RB IN DT NN ."
336,"PRP VBD NNP NNP , CD NN CC NN NNS IN DT RB NN IN CD NN IN DT NN ."
337,DT NN VBP VBN CD IN PRP$ JJ CD NNS CC CD IN CD NNS IN DT NN DT NN .
338,"DT JJ NN JJ NNS VBP VBN NN IN CD NNS IN JJ NN , VBG DT NN IN DT JJ NNS IN DT JJ NN IN DT NNP NNP NNS POS NN ."
339,NNP VBD IN RB DT JJ NN IN CD NNS .
340,DT NN VBD DT NN IN JJ NN IN DT NN IN NNP NN POS NN JJ .
341,"NNP NNP NNP NNP RB VBD PRP$ JJ JJ NN CC VBD DT NN , VBD CD NNS IN CD CD CC CD NN IN CD CD NN NN ."
342,IN RB VBP PRP$ NN NN IN DT NN .
343,"IN NNP , NNP NN VBD CD NNS CC VBD DT NN NN IN DT NN NN CC NN NN VBD DT NN NN IN DT NN TO NN DT NN NN TO DT NN NN IN DT NNP NN ."
344,DT NN NN CD VBZ IN DT NN IN DT JJ TO VB DT NN NN CC NN VBD IN DT NN IN DT NN IN PRP$ NN NN IN NN NNP NNP NNP NNP NN .
345,"NNP POS NN VBD DT JJ NNP NNP NNP , JJ NNP POS NNP NNP NN , VBD DT NN IN CD NN NN IN VBG IN DT NN NN IN NNP CD ."
346,NNP VBZ CD NN CC CD VBZ IN PRP$ JJ CD NNS .
347,NNP VBZ VBN CD IN CD CC CD IN PRP$ JJ NNS CC VBD DT NN POS NN IN DT NNP NNP TO CD NNS .
348,NNP NNP NNP NNP RB NN TO PRP$ JJ JJ NN .
349,"NNP NN VBD CD NN CC CD NN IN DT NN , WP VBP VBD CD IN DT NN CC CD IN CD ."
350,PRP VBD DT JJ NN IN JJ NN TO VB CD NN IN DT NN CC DT JJ IN CD CD CD IN CD .
351,RB NN VBP PRP$ NN NN IN NNP .
352,"IN NNP NNP , NNP NN VBD JJ NNS IN CD NN NN IN PRP$ JJ CD CC NNP NNP VBD DT NN IN DT NN IN DT NN IN DT NNP NNPS VBD DT NN NN ."
353,NNP VBD DT NN TO VB NN IN PRP$ JJ JJ NN CC VBN IN .
354,"PRP VBD DT NN NN VBD IN DT NNS DT NN , VBD DT JJ NN ."
355,NNP NNP NNP NNP NNP VBD DT NN IN DT NN VBD PRP$ NNS IN CD NNS .
356,PRP VBP NNP NNP .
357,"NNP NNP IN JJ NN NNP NNP , WP VBD VBD TO DT NNP NNP NN IN DT NN NN IN PRP$ NN NN ."
358,"IN NNP , NNP NNP POS NN NN JJ VBD DT NN NN CC VBD DT NN NN PRP$ JJ JJ NN , NN IN DT NN NN ."
359,NNP VBZ DT NN NN NN JJ IN DT JJ NN NN NN NN .
360,"NNP POS NNP NNP VBD VBD IN DT NN , JJ NN IN CD IN PRP$ CD CD NN CC VBD PRP$ NN NN ."
361,"NNP NNP NN CC VBD IN CD NNS IN DT NN , WP VBP VBN CD IN PRP$ JJ CD NNS ."
362,"IN NNP , NNP NN POS NN NN NNS DT NN NN CC VBD DT NN TO DT NN NN IN DT NNP NNP NNP NNP ."
363,"DT NN VBP VBN JJ NNS IN NN VBD IN DT NN , CC VBP VBN CD IN PRP$ JJ NNS IN NN ."
364,DT NNP NNP VBP VBN CD IN PRP$ JJ NN NNS .
365,"IN NNP NNP , NNP NNP VBD DT NN NN TO NN IN DT JJ NN IN IN DT NN CC JJR PRP$ NN NN IN DT NNP NNP NNP VBD PRP$ JJ NNS , NN IN DT NN ."
366,"NNP NNP NNP NN NN IN DT JJ NN IN NNP CD , DT NN IN CD NNS ."
367,PRP VBD CD VBZ : CD CD : CC VBD PRP$ NN TO CD .
368,"IN NNP , NNP NNP POS NNP NN , PRP$ NN , JJ DT NN NN NN IN VBP DT NNS VBD TO DT NN NN IN DT NN ."
369,NNP VBD DT NN JJ IN DT NN CC VBD CD NN .
370,RB NN VBP PRP$ NN NN IN NN .
371,NNP NN : NN JJ NNS NN VBP NN .
372,NNP NNP NNP NN VBD RB IN DT JJ NN TO VB NN NN TO DT NN IN NN IN NNP NN IN DT NNP NNP NN IN NNP .
373,PRP VBD IN JJ NN IN DT NN NN CC IN DT NN NN CD NNS JJ .
374,"NNP NNP CC NNP NN , NNP JJ VBP JJ NN , VBD NNP POS JJ NN ."
375,NNP RB VBD PRP$ NN NN IN DT NN NN IN NN NN IN NNP .
376,NNP NN NNP NNP NNP NNP NN .
377,"NNP NNP NNP IN NNP POS JJ NNP JJ NN NNPS : NNP NNP CD NNP NNP NNP NN NNP NNP NNP NN NNP NNP NNP , NNP NNP , NNP NNP , NNP NN ."
378,NNP NN .
379,RB NN NN NN : NNP NNP NN NN .
380,NNP NNP NN IN DT JJ JJ NN NNS IN NNP : NNP NNP CD CD NN NN NN NN : NN NN IN IN JJ NN .
381,"NNP NNP NNP NNP NNP NNP , NN IN CD NN IN CD NN , VBZ VBN VBN IN NN IN DT NN NN NN IN NN IN NN IN NNP CD ."
382,NN VBD NN IN NN NN IN DT NNP NNP NN JJR DT NN .
