,0
30,"NNP NNP DT NNP NNP NNP NNP NNP NNP . NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP IN PRP$ NNP VBD NNP NNP , JJ NNP IN DT JJ NN , IN NNP . NNP : NNP NNP NNP NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP : NNP NNP NNP VBD NNP IN NNP CC CD IN DT JJ NN IN DT NNP NNP NNP . NNP"
31,"NNP NNP NNP DT NNP VBZ NNP NNP IN NNP NNP . NNP , NNP NNP NNP NNP NNP NNP PRP$ JJ NN CD VBD IN CD NNS IN DT NN WRB PRP$ JJ NNP NNP , DT NNP NN , VBD DT VBN NNS IN NNP . DT NNP , NNP IN NNP NNP NNP , NNP DT JJ NN NN IN DT JJ NNP TO VB NNP NNP NNP NNP , VBN IN NNP NNP CC NNP IN NNP NNP NNP NNP NNP NNP NNP NNP NNP , JJ NN POS NNP NNP NNP POS NNP NN IN NNP , CD CD , DT JJ CD CC DT NN NN RB IN DT NNP NNP NNP NNP IN NNP . NNP , DT NNP VBN NN IN NNP , MD RB VB VBN IN DT NN POS NNP , NNP POS JJ NN NN . NNP , -NONE- TO VB IN DT NN POS NNP IN DT NN IN DT NNP VBD VBN , VBD : NNP NNP NNS CC PRP VBP RB VBN EX IN PRP VBD PRP VBD RBR NNP DT NN RB . VBP PRP VBD : NNP PRP VBZ RB JJ TO VB NNP NNP IN PRP VBP NNP TO PRP$ NNP . NNP IN NNP , NNP NNP , NNP IN NNP NNP , VBD VBN IN NNP POS NN IN NN IN DT JJ NN CD NN IN JJ NNS IN DT NN IN PRP$ NN . NNP VBD : NNP NNP NNP CC PRP VBP RB VB NNP . PRP NNP NNP NNP NNP VBD VBG RB RB IN DT IN PRP CD CC DT NN NN VBZ CD NNP VBZ IN CC PRP RB VBD RB VBN . NNP"
32,"NNP NNP NNP DT NNP NNP NNP . NNP , NNP NNP NNP IN DT NNP NNP , DT NN CD NN IN NNP CC NNP , NN IN CD NNP NNP CD NNP NNP IN NNP : NNP NNP NNP NNP NNP IN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD VBD . NNP : NNP NNP NNP NNP NNP NNP NNP NNP : DT JJ NN , NNP NNP . -NONE- VBD IN DT NNP NNP NNP CC VBN IN NNP NNP NNP IN NNP . NN TO NN : NNP NNP NNP NNP $ NNP NNP"
33,"NNP NNP DT NNS IN NNP NNP . NNP , NNP NNP NNS IN DT $ NNP NNP NNP NNP NNP IN NNP NNP NNP NNP NNP NNP NNP : NNP NNP CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD CD CD CD NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP"
34,"NNP NNP DT NNS IN NNP NNP . NNP , NNP NNP NNP NNS IN DT NNP NNP NNP NNP NNP IN NNP NNP NNP NNP NNP NNP NNP : JJ NNP CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP"
35,"NNP NNP DT NN NNS IN NNP NNP . NNP NNP NNP NNP NNP IN NNP IN PRP$ NNP IN NNP NNP , DT NN PRP VBD TO DT NNP NNP NNP NN IN NNP . NNP VBN IN NNP PRP CC NNP VBD VBN IN NNP NNP . CC DT NNP NNP IN NNP TO VBG NNP JJ NNP IN CD IN VBG NNP IN DT JJ NN TO DT NNP NNP NN NN CD CC DT DT NNS . IN DT NN NN TO DT JJ NN IN PRP$ NN NN IN NNP , NNP VBD : NNP PRP VBD TO DT JJ NN , NNP DT NN VBD TO PRP DT JJ NN JJR IN PRP . NNP PRP VBD : NNP IN DT CD VBD , PRP RB VBD PRP$ NN . PRP VBP JJ IN IN DT NN CC VBP PRP VBP IN IN DT NN . DT NN VBD PRP VBZ DT NN NN VBD VBN PRP$ NN CC PRP VBD TO DT JJ NNP . NNP NNP VBD VBN IN NNP IN RB CD NNS , JJ IN NN CC RB , IN DT JJ CD NNS , IN NN IN NN ."
36,"NNP NNP DT NNP NN NNP NNS . NNP NNP NN IN CD NNS IN JJ NNP NNP NNP NNP NNP IN NNP : JJ NNP IN NNP : NNP NNP NNP NNP NNP NNP RB IN , NNP NNP NNP : NNP NNP NNP NNP . NNP NNP NNP NNP NNP NNP NNP . NNP NNP IN NNP : NNP NNP NNP NNP NNP CD , NNP NNP NNP : NNP NNP NNP NNP . NNP NNP . IN NNP : NNP NNP NNP NNP NNP CD , NNP NNP VBD RB IN NNP NNP NNP . IN NNP : NNP NNP NNP NNP NNP NNP , NNP NNP NNP RB IN NNP NNP NNP . IN NNP : NNP NNP NNP NNP NNP NNP , NNP NNP CD RB IN , NNP NNP NNP NNP NNP NNP . IN NNP NNP : NNP NNP NNP NNP NNP NNP RB IN , NNP NNP NNP NNP NNP NNP . IN NNP : NNP NNP NNP NNP NNP CD RB IN , NNP NNP NNP NNP NNP NNP . IN NNP : NNP NNP NNP NNP NNP NNP RB IN , NNP NNP NNP , NNP NNP NNP NNP NNP NNP ."
37,"NNP NNP NNP NNP NNP NNP JJ NN NNP . NNP NNP NNP IN DT JJ NN IN DT JJ CC JJ NN IN NNP CC NNP IN DT NNP IN NNP : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNPS NNP NNP RB IN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP RB IN CD NNP NNP NNP NNP NNP NNP CD NNP NNP IN CD NNP NNP NNP NNP IN NNP : NNP NNP NNP NNP NNP NNP TO VB : NNP NNP , NNP NNP , NNP NNP NNP NNP TO NNP NNP : NNP NNP NNP , NNP NNP NNP , NNP NNP NNP , NNP NNP NNP , NNP NNP NNP NNP NNP NNP NNP , NNP NNP , NNP NNP , NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP"
38,"NNP NNP DT NNP RB IN NNP NNP IN CD NNS . NNP NNP NNP POS NNP NNP , WP NNP NNP IN NNP NNP IN NNP , VBD VBN IN NNP IN DT NNP NNP IN DT NNP NNP . NNP NNP NNP NNP NNP , DT NN IN NN IN CD NNP IN CD NNS , VBD RB NNS IN DT NNP NNP NNP NNP NNP IN NNP IN NNP . NNP , WP VBD CD NNS IN NN IN JJ NN IN NNP DT NNP , VBD DT JJ IN PRP$ CD NNP NNP IN NNP CD . NNP NNP NNP NNP VBD IN NNP : NNP PRP NNP NNP NNP NNP IN NN RB RB CC PRP POS NN IN NN . NNP NNP VBZ RB IN NNP NNP NN IN DT NN . NNP NNP POS NNP NNP , WP VBD RB IN JJ NN POS JJ NNP NN , VBZ DT NN TO DT JJ NNP ."
39,NNP NNP DT NNP NNP IN NNP IN JJ NNP IN JJ NN . NNP NNP NNP VBD CD IN CD IN NNP IN DT JJ NN IN DT JJ CC JJ NN IN NNP IN DT NNP IN NNP .
40,"NNP NNP DT NNP NNS VBN NN IN NNP NNP . NNP NNP NNP NNP NNP NNP VBZ VBN DT JJ JJ NN IN NNP NNP CC NNP NNP NNP NNP NNP NNP NNP NNP VBD DT JJ NN IN JJ NN POS NN IN NNP CC PRP VBP NNP , NNP VBD NNP NNP NNP NNP IN NNP ."
41,"NNP NNP DT NNS IN JJ JJ . NNP NNP NNS IN DT JJ NNP NNP NNP IN NNP NNP NNP NNP NNP NNP NNP : NNP NNP NNP NNP NNP NNP NNP CD CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP , NNP"
42,"NNP NNP DT NNP NNS IN NNP . NNP NNP NNP NNP NNP NNP NNP NNP VBD IN NNP PRP VBD VBN NNP NNP NNP NNP NNP IN DT CD NN NN . NNP , WP -NONE- -NONE- IN NNP DT IN NNP , NNP NNP NNP NNP NNP NNP IN NNP POS JJ NNP ."
43,"NNP NNP DT NNP NNP VBD POS NNP NNS . NNP NNP NNS IN NNP NNP NNP POS NNP NNP NNP , NNP NNP NNP NNP IN NNP : IN NNP : NNP NNP NNP NNP NNP -NONE- NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP : NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP : NNP NNP NNP NNP NNP IN NNP IN NNP : NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP : NNP NNP NNP NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP : NNP NNP NNP NNP NNP IN NNP . IN NNP : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP -NONE- NNP NNP NNP NNP : NNP NNP NNP NNP CC NNP NNP , NNP NNP NNP NNP , JJ NNP NNP , NNP NNP NNP NNP CC NNP NNP NNP : NNP NNP NNP NNP NNP IN NNP IN NNP : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP -NONE- NNP NNP NNP NNP : NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP , NNP NNP NNP NNP , NNP NNP , NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP NNP : NNP NNP NNP NNP NNP IN NNP IN NNP : NNP NNP NNP NNP NNP -NONE- NNP NNP NNP NNP -NONE- NNP : CD NNP NNP NNP IN NNP . IN NNP : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP -NONE- NNP NNP NNP NNP : NNP NNP NNP NNP . NNP CD IN RB NNP NN . IN NNP : NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP : NNP NNP NNP NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP : NNP NNP NNP NNP IN NNP IN NNP : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP -NONE- NNP NNP NNP NNP : NNP NNP NNP NNP NNP NNP : NNP NNP NNP . NNP VBD NNP IN CD . IN NNP : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP . NNP VBD NNP IN NNS . IN NNP : PRP NNP NNP NNP NNP -NONE- NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP , NNP NNP NNP NNP , NNP NNP , NNP NNP NNP NNP NNP NNP : NNP NNP NNP NNP NNP IN NNP . IN NNP : NNP NNP NNP NNP NNP NNP -NONE- NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP IN NNP . IN NNP : NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP -NONE- NNP NNP NNP NNP : NNP NNP NNP NNP CC NNP NNP , NNP NNP NNP NNP NNP , NNP NNP NNP NNP , NNP , NNP NNP , NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP NNP NNP NNP IN NNP . IN NNP : NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP : NNP NNP NNP . CD NN CD IN RB NNP NN . IN NNP : NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP . NNP CD IN RB NNP NN . IN NNP : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP IN NNP . IN NNP : NNP NNP NNP NNP NNP -NONE- NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP IN NNP . NNP NNP NNP NNP NNP NNP NNP : NNP NNP NNP NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP . NNP NNP NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP . NNP : CD ."
44,NNP NNP DT NNP VBD VBN RP IN NNP NNP . NNP NNP NNP NNP IN NNP NNP NNP NNP NNP NNP IN NNP IN NNP IN DT JJ NNP IN PRP$ NNP NNP NNP JJ NNS NN VBD IN NNP . NNP VBP IN NNP IN NNP . NNP : NNP : NNP NNP NNP NNP NNP NNP NNP : NNP NNP NNP NNP NNP NNP : NNP
45,NNP NNP DT JJ NNP NNS . NNP -NONE- NNP NNP NNP IN NNP NNP IN DT NNP NNP NNP . NNP CD NNP NNP -NONE- NNP CD NNP -NONE- NNP CD NNP NNP -NONE- NNP CD NNP CD NNP -NONE- NNP CD NNP CD NNP NNP CD NNP CD NNP CD NNP CD NNP NNP NNP CD NNP CD NNP -NONE-
46,"NNP NNP DT NNP VBZ PRP$ NNP NNP NNP . NNP NNP NNP NNP NNP NNP NNP NNP IN NNP NNP PRP$ JJ NN IN PRP$ NN VBZ DT RB NNP IN NNP IN NN . DT JJ NNP NNP VBD DT JJ NN IN NNP POS NNP NNP NNP NNP NNP MD RB VB VBN IN NNS IN NNP . NNP IN PRP VBZ DT CD , NN CC PRP MD VB TO VB DT JJ NN IN JJ NN RB DT JJS , NNP NNP VBD VBN IN NNP IN NNP POS JJ NN NN . NNP NNP NNP IN DT NNP NNP NNP NNP IN NNP IN NNP NNP . IN NNP POS NN , NNP VBD NNP IN DT NNP NN NN JJ NN , DT JJ NN DT NNP NNP NNP -NONE- VBD VBN IN DT JJ NN . IN VBG IN IN NNP IN NNP NNP IN CD , NNP POS NN IN NNP IN NNP , PRP$ JJ NNP NN , VBZ VBN CD JJ CC CD NNS . NNP VBZ VBN NNP NNP NNP NNP , NNP NNP , NNP NNP , CC NNP NNP NNP NNP NNP CC NNP NNP TO VB DT NNP . DT NN NN NNP NNP NNP CD NNP NNP , CC NNP NNP PRP$ NNS MD VB VBN TO VB DT NNP NN CD . NNP PRP VBP JJ TO CD TO PRP$ JJ NNP : NNP MD CD IN PRP$ NNS JJS TO CD , NNP VBD NNP , WP VBD DT NN IN DT NNP PRP VBZ VBN IN NNP . JJ JJ VBD DT NNP NNP IN CD , CC PRP VBD VBN -NONE- IN VBP CD NNS RB IN NNP POS NNP ."
47,"NNP NNP DT NNP JJ NNS . JJ NNS NNP NNS IN DT NNP NNP NNP NNP IN NNP NNP NNP NNP NNP NNP NNP : NNP POS NNP , JJ NN NNP POS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD CD NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP"
48,NNP NNP DT VBN NNS POS NN IN NNP NNP . NNP NNP NNP VBD NNP NNP IN DT NNP NNP NNP NNP VBG NNP IN DT NNP . NNP NNP NNP NNP NNP NNP NNP NNP : NNPS POS NNP CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP CD VBZ NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP VBZ NNP NNP NNP NNP NNP NNP NNP NNP NNP CD CD NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP CD CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP
49,"NNP NN DT NNP POS NN NNP NNP NNP . NNP NNP NNP NNP NNP NNP NNP MD NNP NNP NNP POS NN IN DT NNP NNP IN VBG VBD TO DT NN IN DT NNP NNP . DT NNP NNP VBD NNP IN NNP NNP . NNP PRP VBZ IN DT NN CC MD VB VBN CC -NONE- DT NN , NNP VBD NNP NN NNP NNP NNP NNP , VBD IN NNP VBZ VBN TO VB VBN IN NNP . NNP POS NN NNP IN NNP MD VB DT NNP IN NNP POS NNP . NNP VBZ DT JJ NN TO VB VBN DT NN IN NNP NNP NNP NNP NNP VBD VBN TO NNP NNP POS NNP NNP NNP IN NNP IN DT NN NN IN PRP$ VBN NNP . NNP , WP -NONE- VBD NNP IN NNP , VBD VBN -NONE- NN IN DT NNP NNP NNP NNP . PRP VBD DT NNP VBN TO DT NNP NNP NNP NNP JJ NN CC VBZ DT NNP NNP NNP TO DT NNP NN NN IN CD . NNP VBZ VBN CD IN PRP$ JJ CD NNP TO VB IN CD NNP IN DT NNP NNP NNP NNP IN DT NNP NNP NNP NNP ."
50,"NNP NN DT JJ NNP NNP IN NNP POS NNP . NNP NNP NNP NNP NNP NNP NNP IN NNP VBD IN NNP NNP NNP IN CD , VBD , JJ NN CC NNP NNP NNP : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP CD NNP CD CD CD CD CD CD CD NNP CD NNP CD NNP NNP CD NNP NNP NNP NNP NNP CD NNP NNP NNP CD CD NNP CD NNP NNP CD CD NNP CD NNP NNP CD NNP NNP CD NNP NNP CD CD CD NNP CD NNP NNP NNP NNP CD CD NNP IN NNP CD CD NNP NNP NNP CD NNP NNP CD NNP CD NNP NNP CD NNP NNP , NNP CD NNP NNP IN NNP NNP IN NNP NNP IN NNP NNP NNP IN NNP NNP IN NNP NNP NNP IN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP CD NNP CD NNP NNP CD NNP NNP NNP NNP NNP CD NNP NNP CD NNP NNP NNP NNP CD NNP NNP NNP CD CD NNP NNP NNP NNP NNP CD NNP NNP NNP CD CD NNP CD NNP CD CD NNP CD NNP NNP CD CD NNP CD NNP NNP NNP NNP NNP CD CD NNP NNP NNP NNP NNP CD NNP CD NNP NNP CD CD NNP CD NNP NNP CD CD NNP CD NNP NNP , NNP CD NNP NNP NNP IN NNP NNP IN NNP CD IN NNP NNP IN NNP NNP NNP IN NNP NNP"
51,NNP NN DT JJ NNP NNS NNP . NNP NNP NNP NNS IN NNP NNP NNP NNP VBD IN NNP NNP NN NN IN NNP NNP : NNP NNP NNP NNP NNP NNP CD NNP NNP NNP CD NNP CD NNP CD NNP CD CD CD NNP CD NNP CD NNP CD NNP CD NN IN CD NNP NNP CD NNP NNP CD NNP NNP NNP NNP NNP CD NNP NNP CD NNP NNP CD NNP CD VBD CD CD CD CD CD CD CD NNP NNP CD NNP CD NNP NNP -NONE- NNP NNP CD NNP CD
